lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,demo_watched_date,language,watched_percentage,jnr_sm_id_x,lead_stage,call_done_date,call_status,call_reason,reasons_for_not_interested_in_demo,reasons_for_not_interested_to_consider,reasons_for_not_interested_to_convert,snr_sm_id,jnr_sm_id_y,assigned_date,cycle
USR1005,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,2022-01-03,Hindi,38.0,JNR1001MG,lead,2022-01-02,successful,lead_introduction,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-01-01,1
USR1005,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,2022-01-03,Hindi,38.0,JNR1001MG,lead,2022-01-03,successful,demo_schedule,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-01-01,1
USR1005,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,2022-01-03,Hindi,38.0,JNR1001MG,awareness,2022-01-04,successful,post_demo_followup,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-01-01,1
USR1006,16,MALE,Kochi,Intermediate,Doctor,user_referrals,2022-01-12,Hindi,54.0,JNR1001MG,lead,2022-01-10,successful,lead_introduction,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1006,16,MALE,Kochi,Intermediate,Doctor,user_referrals,2022-01-12,Hindi,54.0,JNR1001MG,lead,2022-01-12,successful,demo_schedule,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1006,16,MALE,Kochi,Intermediate,Doctor,user_referrals,2022-01-12,Hindi,54.0,JNR1001MG,lead,2022-01-13,successful,demo_not_attended,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1006,16,MALE,Kochi,Intermediate,Doctor,user_referrals,2022-01-12,Hindi,54.0,JNR1001MG,awareness,2022-01-13,successful,post_demo_followup,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,lead,2022-01-11,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,lead,2022-01-11,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,awareness,2022-01-12,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,awareness,2022-01-13,successful,followup_for_consideration,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,consideration,2022-01-14,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,consideration,2022-01-14,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,consideration,2022-01-14,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1007,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,2022-01-11,English,52.0,JNR1001MG,conversion,2022-01-14,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1008,20,MALE,Hyderabad,B.Tech,Business,website,2022-01-08,Telugu,41.0,JNR1001MG,lead,2022-01-08,unsuccessful,lead_introduction,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1008,20,MALE,Hyderabad,B.Tech,Business,website,2022-01-08,Telugu,41.0,JNR1001MG,lead,2022-01-08,successful,lead_introduction,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1008,20,MALE,Hyderabad,B.Tech,Business,website,2022-01-08,Telugu,41.0,JNR1001MG,lead,2022-01-08,successful,demo_schedule,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1008,20,MALE,Hyderabad,B.Tech,Business,website,2022-01-08,Telugu,41.0,JNR1001MG,awareness,2022-01-08,successful,post_demo_followup,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1009,20,MALE,Hyderabad,B.Tech,Lawyer,website,2022-01-10,Telugu,50.0,JNR1001MG,lead,2022-01-08,successful,lead_introduction,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1009,20,MALE,Hyderabad,B.Tech,Lawyer,website,2022-01-10,Telugu,50.0,JNR1001MG,lead,2022-01-08,successful,demo_schedule,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1009,20,MALE,Hyderabad,B.Tech,Lawyer,website,2022-01-10,Telugu,50.0,JNR1001MG,awareness,2022-01-10,successful,post_demo_followup,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1010,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,2022-01-12,Telugu,48.0,JNR1001MG,lead,2022-01-08,unsuccessful,lead_introduction,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1010,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,2022-01-12,Telugu,48.0,JNR1001MG,lead,2022-01-09,successful,lead_introduction,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1010,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,2022-01-12,Telugu,48.0,JNR1001MG,lead,2022-01-11,successful,demo_schedule,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1010,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,2022-01-12,Telugu,48.0,JNR1001MG,lead,2022-01-14,successful,demo_not_attended,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1010,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,2022-01-12,Telugu,48.0,JNR1001MG,awareness,2022-01-14,successful,post_demo_followup,Not Provided,Will join in final year,Not Provided,SNR501MG,JNR1001MG,2022-01-08,2
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,lead,2022-01-15,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,lead,2022-01-16,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,lead,2022-01-20,unsuccessful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,lead,2022-01-20,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,awareness,2022-01-20,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,consideration,2022-01-21,unsuccessful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,consideration,2022-01-22,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,consideration,2022-01-21,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,2022-01-17,Telugu,44.0,JNR1001MG,conversion,2022-01-22,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,lead,2022-01-15,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,lead,2022-01-16,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,lead,2022-01-17,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,awareness,2022-01-17,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,consideration,2022-01-18,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,consideration,2022-01-19,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,consideration,2022-01-18,unsuccessful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,2022-01-16,Telugu,46.0,JNR1001MG,conversion,2022-01-19,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,lead,2022-01-17,unsuccessful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,lead,2022-01-18,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,lead,2022-01-20,unsuccessful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,lead,2022-01-18,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,lead,2022-01-19,successful,demo_not_attended,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,awareness,2022-01-19,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,consideration,2022-01-20,unsuccessful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,consideration,2022-01-21,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,consideration,2022-01-20,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,2022-01-18,Telugu,50.0,JNR1001MG,conversion,2022-01-21,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,2022-01-18,Telugu,51.0,JNR1001MG,lead,2022-01-17,successful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,2022-01-18,Telugu,51.0,JNR1001MG,lead,2022-01-18,successful,demo_schedule,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,2022-01-18,Telugu,51.0,JNR1001MG,awareness,2022-01-19,successful,post_demo_followup,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,2022-01-18,Hindi,44.0,JNR1001MG,lead,2022-01-15,unsuccessful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,2022-01-18,Hindi,44.0,JNR1001MG,lead,2022-01-16,successful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,2022-01-18,Hindi,44.0,JNR1001MG,lead,2022-01-18,successful,demo_schedule,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,2022-01-18,Hindi,44.0,JNR1001MG,awareness,2022-01-19,successful,post_demo_followup,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,2022-01-18,Hindi,44.0,JNR1001MG,awareness,2022-01-20,successful,followup_for_consideration,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-01-15,3
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,2022-02-21,English,47.0,JNR1001MG,lead,2022-02-19,successful,lead_introduction,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,2022-02-21,English,47.0,JNR1001MG,lead,2022-02-19,successful,demo_schedule,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,2022-02-21,English,47.0,JNR1001MG,awareness,2022-02-21,successful,post_demo_followup,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,2022-02-21,English,47.0,JNR1001MG,lead,2022-02-21,unsuccessful,demo_not_attended,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,lead,2022-02-19,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,lead,2022-02-19,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,awareness,2022-02-19,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,awareness,2022-02-20,successful,followup_for_consideration,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,consideration,2022-02-21,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,consideration,2022-02-21,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,consideration,2022-02-21,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,2022-02-19,English,42.0,JNR1001MG,conversion,2022-02-21,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,2022-02-21,Hindi,38.0,JNR1001MG,lead,2022-02-19,successful,lead_introduction,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,2022-02-21,Hindi,38.0,JNR1001MG,lead,2022-02-21,successful,demo_schedule,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,2022-02-21,Hindi,38.0,JNR1001MG,awareness,2022-02-21,successful,post_demo_followup,Not Provided,Can't afford,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,2022-02-21,English,36.0,JNR1001MG,lead,2022-02-19,unsuccessful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,2022-02-21,English,36.0,JNR1001MG,lead,2022-02-20,successful,lead_introduction,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,2022-02-21,English,36.0,JNR1001MG,lead,2022-02-21,successful,demo_schedule,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,2022-02-21,English,36.0,JNR1001MG,awareness,2022-02-22,successful,post_demo_followup,Not Provided,Wants offline classes,Not Provided,SNR501MG,JNR1001MG,2022-02-19,4
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,2022-01-02,English,100.0,JNR1002MG,lead,2022-01-01,successful,lead_introduction,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,2022-01-02,English,100.0,JNR1002MG,lead,2022-01-02,successful,demo_schedule,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,2022-01-02,English,100.0,JNR1002MG,awareness,2022-01-03,successful,post_demo_followup,Not Provided,Student not interested in domain,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,lead,2022-01-01,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,lead,2022-01-03,successful,demo_schedule,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,awareness,2022-01-07,successful,post_demo_followup,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,consideration,2022-01-08,successful,interested_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,consideration,2022-01-09,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,consideration,2022-01-09,successful,followup_for_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,2022-01-04,Telugu,5.0,JNR1002MG,conversion,2022-01-09,successful,successful_conversion,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,2022-01-01,Telugu,52.0,JNR1002MG,lead,2022-01-01,unsuccessful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,2022-01-01,Telugu,52.0,JNR1002MG,lead,2022-01-01,successful,lead_introduction,Not Provided,Not Provided,Not Provided,SNR501MG,JNR1002MG,2022-01-01,1
